POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
NE,25,17.00,39.00,43.00,7.98,7.37,21.50,776.00,1.70,182.00,571.00,14.70,,31035,34.68,32.69
NE,28,25.00,41.00,34.00,8.26,7.54,26.70,611.00,1.60,5.00,148.00,23.40,,31044,34.69,32.90
NE,19,30.00,48.00,22.00,8.22,7.48,28.50,588.00,2.70,5.00,249.00,28.20,,31034,34.69,32.67
NE,20,23.00,50.00,27.00,8.34,7.47,19.60,655.00,1.10,5.00,299.00,18.20,,31036,34.71,32.74
NE,17,29.00,39.00,32.00,8.06,7.46,18.30,499.00,1.30,15.00,225.00,23.40,,31021,34.71,32.59
NE,23,32.00,40.00,28.00,8.14,7.52,22.50,528.00,1.40,97.00,765.00,21.40,,31049,34.71,32.95
NE,24,27.00,49.00,23.00,8.10,7.45,24.00,621.00,1.20,5.00,234.00,22.00,,31045,34.72,32.91
NE,37,29.00,43.00,28.00,8.18,7.53,36.60,401.00,2.00,5.00,535.00,33.40,,31048,34.73,32.96
NE,34,18.00,33.00,48.00,8.45,7.56,17.10,806.00,0.60,5.00,104.00,11.40,,31042,34.73,32.80
NE,23,24.00,40.00,36.00,8.31,7.45,16.50,679.00,1.20,5.00,159.00,15.90,,31033,34.74,32.71
NE,25,30.00,59.00,10.00,8.16,7.50,33.10,86.00,3.30,5.00,1016.00,50.00,,31051,34.74,33.07
NE,19,34.00,37.00,30.00,8.15,7.40,25.50,97.00,2.60,5.00,354.00,36.00,,31030,34.74,32.55
NE,21,26.00,53.00,20.00,8.08,7.43,21.80,642.00,1.50,19.00,138.00,22.90,,31098,34.74,33.28
NE,35,16.00,27.00,57.00,7.94,7.42,34.90,140.00,2.70,11.00,1579.00,68.50,,31052,34.76,33.15
NE,34,30.00,48.00,22.00,7.73,7.30,60.40,592.00,5.90,13.00,237.00,36.00,,31020,34.76,32.67
NE,21,29.00,48.00,23.00,7.92,7.65,21.30,506.00,1.40,5.00,118.00,23.80,,31083,34.77,33.33
NE,16,20.00,42.00,39.00,8.24,7.48,20.70,687.00,1.20,5.00,128.00,17.90,,31041,34.77,32.74
NE,26,26.00,40.00,33.00,8.32,7.57,18.20,727.00,1.20,5.00,114.00,15.20,,31047,34.77,32.95
NE,14,21.00,38.00,41.00,8.54,7.68,11.20,500.00,0.70,5.00,590.00,23.20,,31097,34.77,33.38
NE,29,28.00,47.00,25.00,8.38,7.56,14.60,601.00,0.80,5.00,194.00,14.40,,31084,34.78,33.29
NE,31,24.00,40.00,35.00,8.17,7.50,36.00,686.00,2.50,11.00,206.00,20.30,,31050,34.78,32.99
NE,28,34.00,32.00,33.00,8.23,7.46,6.00,190.00,0.90,5.00,358.00,28.10,,31103,34.78,32.52
NE,18,26.00,46.00,28.00,8.39,7.55,16.70,697.00,1.10,11.00,156.00,18.20,,31082,34.79,33.32
NE,29,30.00,43.00,27.00,8.47,7.50,15.20,642.00,0.80,5.00,164.00,20.90,,31043,34.80,32.82
NE,40,31.00,44.00,24.00,8.23,7.51,24.70,587.00,1.70,5.00,152.00,28.50,many stones,31022,34.81,32.48
NE,20,19.00,34.00,47.00,8.26,7.63,16.70,320.00,1.10,20.00,492.00,23.10,,31080,34.81,33.51
NE,15,23.00,49.00,28.00,7.92,7.38,21.50,646.00,1.40,41.00,262.00,18.40,,31100,34.82,33.42
NE,55,7.00,28.00,65.00,8.57,7.53,2.70,26.00,0.30,5.00,176.00,38.90,many stones,31046,34.82,32.96
NE,26,33.00,40.00,27.00,7.85,7.40,48.20,627.00,3.90,12.00,203.00,31.70,,31019,34.82,32.74
NE,38,6.00,19.00,76.00,6.25,5.51,12.60,0.50,1.40,50.00,79.00,16.50,,31013,34.82,33.10
NE,15,33.00,39.00,27.00,8.43,7.75,19.80,345.00,1.50,33.00,688.00,26.90,,31078,34.83,33.53
NE,13,9.00,16.00,75.00,8.56,7.55,9.80,318.00,0.70,11.00,303.00,13.40,,31077,34.83,33.60
NE,20,41.00,32.00,27.00,8.31,7.58,15.30,223.00,1.50,5.00,516.00,38.00,,31101,34.83,32.40
NE,22,27.00,44.00,29.00,7.59,7.47,16.70,621.00,1.40,66.00,1270.00,12.40,,31099,34.85,33.38
NE,25,35.00,50.00,15.00,8.75,7.78,11.80,314.00,1.20,5.00,550.00,32.90,,31076,34.85,33.59
NE,36,25.00,40.00,35.00,8.30,7.44,30.70,699.00,1.70,5.00,190.00,25.50,,31039,34.85,32.84
NE,27,39.00,49.00,12.00,8.42,7.52,9.10,652.00,0.40,15.00,152.00,19.60,,31029,34.86,32.45
NE,50,11.00,30.00,59.00,7.19,6.51,18.50,1.00,1.20,5.00,367.00,31.80,many stones,31040,34.86,32.88
NE,46,26.00,33.00,40.00,7.68,6.92,28.00,3.00,1.80,5.00,198.00,31.80,many stones,31014,34.87,33.14
NE,12,32.00,42.00,26.00,8.43,7.68,16.80,359.00,1.20,24.00,623.00,25.90,,31079,34.87,33.57
NE,61,19.00,36.00,45.00,7.35,6.68,15.80,1.00,1.30,5.00,123.00,20.90,many stones,31055,34.88,33.10
NE,34,16.00,26.00,58.00,7.45,6.66,17.30,0.50,1.00,5.00,94.00,47.30,,31015,34.88,33.16
NE,33,33.00,52.00,15.00,8.15,7.51,23.20,360.00,1.90,5.00,517.00,32.80,,31102,34.88,32.35
NE,27,7.00,31.00,62.00,7.73,6.89,6.40,2.00,0.70,33.00,207.00,25.90,,31038,34.89,32.83
NE,29,25.00,45.00,30.00,7.95,7.32,19.00,646.00,1.30,5.00,201.00,18.70,,31104,34.90,32.60
NE,23,19.00,27.00,54.00,7.90,6.82,2.70,0.50,0.20,5.00,39.00,19.90,,31016,34.90,33.03
NE,6,41.00,51.00,8.00,8.38,7.45,7.90,517.00,0.50,5.00,255.00,23.00,,31023,34.90,32.51
NE,24,32.00,50.00,17.00,7.93,7.41,32.90,712.00,2.50,12.00,126.00,26.00,,31027,34.90,32.42
NE,20,12.00,30.00,58.00,7.46,6.91,17.30,1.00,1.60,5.00,324.00,30.00,,31017,34.91,32.99
NE,5,41.00,48.00,11.00,7.81,7.43,13.90,418.00,1.30,12.00,329.00,29.20,,31024,34.91,32.47
NE,48,24.00,53.00,23.00,8.31,7.57,20.00,645.00,1.40,16.00,150.00,19.00,many stones,31081,34.91,33.49
NE,36,7.00,19.00,74.00,8.31,7.60,6.00,115.00,0.70,5.00,313.00,41.50,,31095,34.92,33.45
NE,41,24.00,30.00,46.00,6.80,6.13,6.10,3.00,0.90,219.00,521.00,29.30,many stones,31018,34.92,33.15
NE,36,34.00,36.00,30.00,8.40,7.24,2.90,1.00,0.30,5.00,164.00,40.80,,31059,34.93,33.29
NE,45,13.00,31.00,56.00,7.52,6.80,1.00,0.50,0.10,5.00,74.00,24.80,many stones,31037,34.93,32.82
NE,27,31.00,49.00,20.00,8.21,7.36,22.20,659.00,1.40,25.00,235.00,17.90,,31026,34.94,32.43
NE,16,25.00,51.00,24.00,8.18,7.53,17.70,470.00,1.50,12.00,213.00,21.50,,31094,34.95,33.48
NE,30,9.00,27.00,64.00,7.63,6.85,8.70,1.00,0.90,5.00,75.00,28.30,,31012,34.95,33.12
NE,27,20.00,32.00,48.00,7.97,7.18,15.80,3.00,1.50,5.00,156.00,35.90,,31096,34.96,33.44
NE,8,16.00,17.00,67.00,8.33,7.47,3.90,56.00,0.40,5.00,246.00,27.20,,31028,34.97,32.39
NE,18,26.00,37.00,37.00,8.16,7.50,23.40,88.00,2.20,16.00,337.00,27.20,,31088,34.97,33.85
NE,17,27.00,30.00,42.00,8.14,7.52,21.40,248.00,1.80,17.00,411.00,26.40,,31003,34.97,33.90
NE,3,56.00,25.00,19.00,8.28,7.38,7.10,15.00,1.10,116.00,967.00,35.00,,31089,34.99,33.84
NE,22,29.00,47.00,24.00,8.42,7.53,17.10,660.00,0.90,14.00,381.00,13.80,,31092,34.99,33.61
NE,9,21.00,52.00,27.00,8.48,7.64,10.70,141.00,1.00,5.00,466.00,29.80,,31067,35.00,33.22
NE,11,32.00,19.00,49.00,8.42,7.65,19.50,30.00,1.40,25.00,517.00,23.30,,31004,35.00,33.87
NE,27,9.00,25.00,66.00,7.82,6.76,1.00,1.00,0.20,5.00,32.00,27.80,,31066,35.01,32.82
NE,31,22.00,32.00,46.00,8.02,7.25,10.60,0.50,1.10,12.00,205.00,40.60,,31057,35.01,33.18
NE,5,43.00,38.00,20.00,7.89,7.17,11.50,10.00,1.30,89.00,882.00,30.20,,31005,35.01,33.82
NE,23,34.00,41.00,25.00,8.65,7.65,19.30,126.00,1.90,5.00,521.00,35.50,,31000,35.01,34.03
NE,13,36.00,16.00,48.00,8.27,7.57,15.20,60.00,1.60,37.00,937.00,24.70,,31002,35.02,33.94
NE,26,25.00,40.00,34.00,8.71,7.74,6.90,355.00,0.70,16.00,135.00,39.30,,31093,35.02,33.64
NE,23,26.00,29.00,46.00,8.06,7.45,16.00,60.00,1.40,30.00,216.00,27.60,,31090,35.02,33.71
NE,10,22.00,23.00,55.00,8.34,7.54,16.30,91.00,1.40,18.00,276.00,21.90,,31091,35.03,33.76
NE,39,10.00,23.00,67.00,7.42,6.71,6.20,0.50,0.70,5.00,36.00,26.50,,31053,35.03,33.03
NE,13,32.00,53.00,15.00,8.22,7.52,13.80,362.00,0.90,19.00,757.00,34.20,,31069,35.03,33.24
NE,3,4.00,9.00,86.00,8.17,7.40,4.60,53.00,1.40,35.00,468.00,31.70,,31006,35.03,33.88
NE,40,33.00,26.00,40.00,7.92,7.47,19.50,204.00,1.50,5.00,842.00,33.20,many stones,31025,35.05,32.44
NE,27,6.00,25.00,69.00,7.94,7.14,3.30,0.50,0.40,5.00,54.00,34.80,,31065,35.05,32.88
NE,4,10.00,6.00,84.00,8.07,7.27,9.50,6.00,1.00,24.00,900.00,12.40,,31001,35.05,34.02
NE,11,17.00,44.00,39.00,8.58,7.64,10.10,142.00,0.50,5.00,438.00,47.90,,31068,35.06,33.15
NE,12,9.00,24.00,67.00,9.16,8.05,8.20,542.00,0.10,5.00,67.00,15.90,,31058,35.06,33.43
NE,7,26.00,12.00,62.00,8.39,7.64,7.70,35.00,0.90,20.00,304.00,19.40,,31008,35.07,33.89
NE,10,29.00,33.00,38.00,8.35,7.57,14.00,372.00,1.20,11.00,435.00,16.50,,31007,35.07,33.87
NE,21,34.00,36.00,30.00,8.15,7.59,27.30,148.00,1.60,12.00,829.00,34.10,,31056,35.08,33.12
NE,34,41.00,28.00,31.00,7.97,7.26,8.80,5.00,1.00,26.00,310.00,44.80,,31061,35.08,33.18
NE,45,23.00,22.00,55.00,8.22,7.30,7.90,0.50,0.80,5.00,181.00,27.50,,31064,35.10,33.05
NE,15,33.00,44.00,23.00,8.45,7.60,10.20,276.00,0.90,5.00,431.00,34.70,,31060,35.10,33.26
NE,19,23.00,32.00,45.00,8.49,7.66,6.60,67.00,0.70,5.00,256.00,35.00,,31062,35.12,33.13
NE,28,41.00,30.00,29.00,7.73,6.98,10.50,2.00,1.10,17.00,602.00,26.80,,31063,35.12,33.04
NE,22,22.00,39.00,39.00,8.21,7.58,17.80,559.00,1.90,51.60,219.10,23.20,,30013,35.82,14.50
NE,9,35.00,47.00,18.00,8.19,7.61,18.10,176.00,2.40,5.00,544.70,34.20,,30012,35.82,14.46
NE,18,24.00,30.00,46.00,8.29,7.59,23.00,777.00,2.20,121.40,319.20,14.80,,30014,35.83,14.54
NE,5,37.00,46.00,17.00,8.34,7.71,17.30,173.00,2.20,5.00,653.10,26.60,,30010,35.85,14.38
NE,11,31.00,39.00,30.00,8.19,7.51,18.10,534.00,2.00,28.40,385.90,22.00,,30015,35.86,14.56
NE,5,29.00,35.00,36.00,8.30,7.54,9.70,679.00,1.50,5.00,163.80,15.60,,30011,35.86,14.41
NE,7,19.00,49.00,32.00,8.21,7.49,2.80,905.00,2.20,291.60,208.30,14.90,,30017,35.87,14.49
NE,13,30.00,33.00,37.00,8.35,7.70,23.60,588.00,2.40,334.50,284.20,22.10,,30016,35.88,14.55
NE,10,27.00,41.00,32.00,8.16,7.59,12.00,706.00,2.50,72.40,357.20,18.80,,30018,35.89,14.50
NE,6,27.00,44.00,29.00,8.36,7.74,8.70,792.00,1.30,45.60,190.00,15.40,,30009,35.90,14.42
NE,5,32.00,43.00,25.00,8.26,7.58,11.00,660.00,1.70,38.30,368.30,19.30,,30008,35.92,14.37
NE,7,25.00,39.00,36.00,8.22,7.54,11.50,710.00,1.80,52.90,284.90,19.00,,30006,35.92,14.42
NE,3,37.00,48.00,15.00,8.03,7.58,19.70,427.00,2.40,147.20,1006.00,28.90,,30007,35.94,14.45
NE,13,28.00,34.00,38.00,8.10,7.57,13.60,488.00,2.10,184.30,1378.40,18.70,,30005,35.95,14.37
NE,12,18.00,35.00,47.00,8.03,7.64,9.70,800.00,1.60,239.90,582.20,9.30,,30003,35.98,14.35
NE,5,15.00,21.00,64.00,8.36,7.62,17.50,778.00,1.90,209.40,744.70,11.90,,30004,35.99,14.37
NE,17,24.00,33.00,43.00,8.16,7.38,22.50,692.00,2.10,93.80,615.30,17.00,,30000,36.03,14.32
NE,10,47.00,38.00,15.00,8.11,7.41,11.90,416.00,1.60,75.90,775.30,26.00,,30001,36.04,14.25
NE,6,27.00,60.00,13.00,8.03,7.38,28.00,680.00,2.50,26.50,436.00,18.10,,30002,36.05,14.19
57981484.00,22,21.00,20.00,60.00,8.21,7.39,13.70,26.00,1.60,0.00,308.10,19.20,,11714,35.01,26.14
57941494.00,5,28.00,61.00,10.00,7.45,6.70,34.00,4.00,3.00,0.00,575.40,31.20,,11718,35.11,26.12
57841488.00,6,29.00,59.00,12.00,7.79,7.12,28.10,4.00,2.70,0.00,629.30,32.50,,11726,35.07,26.00
57821498.00,38,17.00,29.00,54.00,7.84,7.18,23.70,22.00,2.40,0.00,72.90,15.40,,11731,35.17,26.00
57621488.00,19,28.00,55.00,16.00,7.97,7.32,38.40,80.00,3.10,0.00,581.40,34.50,,11722,35.11,25.76
57501486.00,20,38.00,50.00,12.00,7.42,6.71,84.80,6.00,4.30,0.00,942.70,49.40,,11728,35.12,25.63
57241490.00,25,12.00,35.00,53.00,6.57,6.09,22.40,3.00,2.30,61.10,160.10,13.30,,11732,35.20,25.36
57241480.00,21,21.00,27.00,52.00,7.22,6.50,10.90,2.00,1.10,0.00,169.30,16.10,,11729,35.11,25.34
57161464.00,45,19.00,38.00,43.00,7.65,6.97,21.70,5.00,2.30,24.40,231.20,17.30,,11719,34.98,25.22
57141468.00,25,13.00,46.00,41.00,7.45,6.68,10.50,0.00,1.30,14.10,244.60,9.30,,11720,35.02,25.21
57121474.00,12,25.00,55.00,20.00,8.14,7.31,11.70,551.00,1.00,0.00,198.10,14.50,,11727,35.08,25.20
57081488.00,21,41.00,47.00,12.00,7.94,7.24,26.80,583.00,2.40,52.90,501.40,23.80,,11713,35.21,25.18
57021478.00,31,29.00,52.00,20.00,8.30,7.44,8.00,169.00,1.00,0.00,141.60,24.80,,11730,35.13,25.10
57002188.00,11,15.00,28.00,57.00,7.43,6.97,8.50,0.00,1.00,81.40,842.80,15.40,,12012,41.42,26.58
57001486.00,22,32.00,56.00,13.00,8.01,7.36,22.10,424.00,2.10,30.40,514.20,23.80,,11711,35.21,25.09
56982192.00,30,16.00,22.00,62.00,8.00,7.29,25.50,74.00,1.20,35.70,204.30,15.90,,12011,41.46,26.57
56961498.00,12,25.00,59.00,16.00,8.22,7.37,12.90,566.00,1.10,0.00,237.20,13.50,,11707,35.32,25.07
56961468.00,20,23.00,48.00,29.00,8.11,7.36,14.10,413.00,1.70,17.40,424.90,19.80,,11723,35.05,25.02
56942194.00,17,25.00,40.00,34.00,6.49,6.12,11.40,0.00,1.30,53.90,220.70,14.00,,12010,41.49,26.52
56922206.00,13,13.00,46.00,41.00,8.39,7.55,6.50,13.00,0.80,30.30,334.40,23.90,,12019,41.60,26.53
56922188.00,18,39.00,40.00,22.00,7.96,7.46,12.30,203.00,1.00,0.00,379.40,35.60,,12013,41.44,26.49
56901488.00,20,30.00,40.00,30.00,8.12,7.36,13.10,462.00,1.60,0.00,189.30,24.40,,11710,35.24,24.99
56901476.00,14,9.00,17.00,74.00,8.06,7.33,4.70,51.00,0.90,13.20,115.10,10.40,,11712,35.14,24.97
56882134.00,21,65.00,24.00,11.00,6.21,5.50,14.80,1.00,1.40,18.00,322.30,58.70,,12020,40.97,26.31
56861470.00,20,18.00,34.00,48.00,8.12,7.35,8.50,408.00,1.30,0.00,144.50,16.80,,11733,35.09,24.91
56842176.00,8,41.00,33.00,26.00,7.45,6.84,24.40,5.00,3.10,30.30,761.80,38.70,,12017,41.35,26.36
56822134.00,36,32.00,27.00,41.00,8.19,7.43,7.10,13.00,0.90,11.10,280.30,36.10,,12021,40.98,26.24
56821494.00,15,23.00,63.00,14.00,7.54,6.80,43.50,3.00,3.50,0.00,348.70,33.60,,11709,35.31,24.92
56802210.00,10,52.00,36.00,12.00,7.58,6.73,14.90,2.00,1.40,75.10,406.20,41.40,,12023,41.66,26.40
56802180.00,11,54.00,41.00,5.00,7.62,6.71,14.60,0.00,1.30,14.60,368.40,64.30,,12031,41.39,26.33
56802166.00,13,10.00,28.00,61.00,6.42,6.12,19.80,0.00,1.40,0.00,72.90,9.90,,12028,41.27,26.29
56782152.00,24,19.00,20.00,60.00,5.23,4.12,5.60,0.00,0.60,13.10,104.50,10.20,,12026,41.15,26.24
56781468.00,19,16.00,47.00,37.00,7.96,7.29,21.80,349.00,1.50,0.00,168.00,14.60,,11721,35.09,24.83
56762190.00,21,41.00,28.00,30.00,7.14,6.59,13.60,1.00,1.20,16.20,407.40,34.90,,12014,41.49,26.30
56762172.00,12,23.00,19.00,58.00,5.57,4.50,6.20,0.00,0.70,20.50,90.20,12.10,,12018,41.33,26.26
56762132.00,13,16.00,21.00,63.00,6.35,6.11,20.40,0.00,1.80,0.00,242.30,18.80,,12022,40.98,26.17
56722160.00,10,13.00,19.00,69.00,6.55,5.64,15.60,0.00,1.00,0.00,73.40,8.30,,12027,41.23,26.19
56702146.00,22,10.00,31.00,59.00,5.53,5.07,22.80,1.00,0.70,0.00,59.10,12.40,,12024,41.11,26.13
56682190.00,10,25.00,29.00,47.00,5.24,4.43,13.50,0.00,1.40,51.60,173.10,14.00,,12025,41.50,26.21
56662180.00,11,5.00,21.00,74.00,5.73,4.50,5.10,0.00,0.50,18.00,75.90,5.40,,12029,41.42,26.16
56661478.00,7,23.00,42.00,35.00,6.98,6.32,39.30,3.00,2.70,20.40,125.20,20.60,,11960,35.20,24.71
56622210.00,19,46.00,24.00,30.00,6.55,5.65,14.30,0.00,1.20,22.80,237.50,31.10,,12015,41.69,26.19
56621496.00,3,20.00,48.00,32.00,8.09,7.46,25.50,515.00,1.50,13.90,220.00,22.80,,11961,35.36,24.70
56582208.00,20,25.00,25.00,50.00,5.67,4.63,7.50,0.00,0.80,26.50,201.30,18.30,,12016,41.68,26.13
56542136.00,22,7.00,22.00,71.00,5.93,4.80,25.50,0.00,1.40,0.00,64.30,8.00,,11832,41.05,25.92
56522156.00,22,6.00,22.00,71.00,5.99,4.86,6.90,0.00,0.70,0.00,37.60,2.10,,12030,41.23,25.94
56501476.00,4,23.00,39.00,38.00,7.86,7.42,19.40,94.00,1.30,0.00,292.40,20.30,,11943,35.21,24.54
56302122.00,18,19.00,23.00,57.00,8.05,7.30,7.90,4.00,1.00,21.80,164.60,25.50,,11974,40.98,25.61
56202128.00,13,19.00,40.00,41.00,8.54,7.81,5.90,8.00,0.70,0.00,188.50,23.30,,11973,41.05,25.51
56202120.00,38,18.00,24.00,58.00,6.66,5.70,18.60,1.00,0.70,0.00,132.20,21.90,,11975,40.98,25.49
56181488.00,1,33.00,49.00,18.00,7.83,7.20,43.00,230.00,3.20,0.00,144.40,32.60,,11964,35.37,24.22
56142132.00,18,40.00,26.00,35.00,8.09,7.37,11.60,28.00,1.20,12.10,251.70,37.80,,11970,41.09,25.44
56101494.00,15,23.00,38.00,39.00,7.89,7.27,16.20,40.00,1.60,99.10,265.60,18.40,,11965,35.43,24.14
56081496.00,1,40.00,47.00,13.00,7.78,7.20,33.50,5.00,2.60,0.00,523.40,37.50,,11942,35.46,24.12
56002132.00,9,24.00,29.00,48.00,7.05,6.16,11.30,0.00,1.20,16.10,106.00,24.10,,11968,41.12,25.28
56002124.00,17,23.00,21.00,55.00,7.33,6.86,9.90,0.00,1.00,37.90,262.20,22.10,,11972,41.05,25.26
55941496.00,13,21.00,27.00,52.00,7.20,6.63,30.70,3.00,1.90,0.00,126.30,16.60,,11966,35.48,23.97
55922128.00,18,15.00,22.00,63.00,8.29,7.58,7.40,11.00,0.90,0.00,94.20,15.60,,11967,41.10,25.18
55801498.00,1,9.00,26.00,64.00,8.02,7.30,13.60,33.00,1.00,0.00,108.90,11.00,,11941,35.52,23.82
55762126.00,19,28.00,34.00,38.00,6.87,6.08,15.90,0.00,1.50,13.10,95.70,29.10,,11480,41.11,24.99
55742124.00,15,14.00,45.00,41.00,6.34,5.85,9.40,0.00,0.80,42.10,123.30,18.20,,11481,41.10,24.96
55722108.00,15,15.00,45.00,40.00,7.04,6.47,11.60,4.00,1.00,12.90,163.40,15.20,,11488,40.96,24.90
55682118.00,9,13.00,23.00,64.00,8.00,7.16,4.70,2.00,0.40,20.40,49.00,10.70,,11479,41.05,24.88
55681794.00,9,9.00,15.00,77.00,7.72,7.21,12.70,25.00,1.60,0.00,63.60,10.10,,11621,38.18,24.22
55681492.00,3,29.00,57.00,14.00,8.01,7.39,22.30,508.00,1.60,19.00,348.50,24.00,,11963,35.48,23.68
55661480.00,2,18.00,37.00,46.00,6.05,5.07,29.30,2.00,1.80,18.80,102.10,9.10,,11962,35.38,23.64
55642142.00,12,18.00,23.00,60.00,4.86,3.96,3.60,1.00,0.40,15.50,170.20,18.30,,11490,41.27,24.88
55642132.00,19,13.00,27.00,60.00,6.16,5.67,20.30,1.00,1.20,0.00,145.10,13.20,,11482,41.18,24.86
55622110.00,12,6.00,28.00,66.00,4.80,4.43,6.80,0.00,0.70,73.90,322.30,5.60,,11478,40.99,24.79
55582104.00,11,7.00,29.00,64.00,7.88,7.25,6.50,1.00,0.60,43.00,195.10,9.60,,11485,40.95,24.73
55541752.00,21,8.00,21.00,71.00,8.05,7.45,10.50,209.00,1.00,12.80,80.00,12.00,,12001,37.83,23.99
55522128.00,7,5.00,15.00,80.00,6.18,5.35,6.60,1.00,0.50,0.00,72.80,7.50,,11483,41.17,24.71
55502104.00,7,4.00,10.00,86.00,8.44,7.57,3.40,6.00,0.30,28.80,12.50,5.60,,11486,40.96,24.64
55481792.00,16,27.00,53.00,19.00,7.85,7.20,25.40,53.00,2.20,0.00,478.50,27.40,,11990,38.19,24.00
55461754.00,16,30.00,36.00,34.00,7.98,7.33,21.70,43.00,2.20,0.00,285.30,29.20,,11995,37.86,23.90
55441760.00,5,22.00,10.00,68.00,7.91,7.34,16.40,12.00,1.20,0.00,433.30,15.50,,12000,37.92,23.89
55401780.00,13,8.00,15.00,78.00,8.08,7.42,20.80,639.00,1.30,0.00,81.80,10.10,,11998,38.10,23.88
55401766.00,12,28.00,29.00,43.00,8.32,7.52,10.90,29.00,0.90,0.00,327.50,20.70,,11996,37.98,23.86
55381768.00,18,9.00,18.00,72.00,8.57,7.68,1.00,418.00,0.20,0.00,87.40,8.90,,11983,38.00,23.84
55362112.00,7,46.00,43.00,11.00,6.75,6.37,73.30,6.00,5.10,0.00,521.70,48.00,,11491,41.06,24.49
55321790.00,43,22.00,27.00,52.00,7.92,7.29,13.30,60.00,1.10,47.50,444.00,17.00,many stones,11989,38.20,23.81
55301796.00,33,25.00,51.00,24.00,8.15,7.49,39.20,280.00,1.70,0.00,417.40,39.90,,11988,38.26,23.80
55281818.00,11,37.00,35.00,28.00,7.78,7.01,18.50,3.00,1.60,0.00,218.20,30.70,,11666,38.46,23.82
55241826.00,22,13.00,24.00,63.00,8.13,7.36,18.80,123.00,1.30,0.00,165.30,13.50,,11632,38.54,23.79
55222104.00,13,23.00,37.00,40.00,7.90,7.34,17.80,83.00,1.50,96.40,331.60,29.60,,11487,41.01,24.31
55202124.00,17,29.00,35.00,36.00,8.07,7.38,16.20,172.00,2.00,44.50,312.10,24.50,,11532,41.19,24.33
55182130.00,25,11.00,20.00,69.00,5.67,4.59,9.70,2.00,0.80,0.00,81.00,10.80,,11519,41.25,24.32
55181826.00,49,32.00,30.00,38.00,7.50,6.79,46.10,1.00,2.40,0.00,523.70,41.60,,11617,38.55,23.72
55141798.00,11,21.00,24.00,55.00,8.36,7.61,6.00,262.00,0.80,0.00,170.50,19.60,,11589,38.30,23.63
55141704.00,42,17.00,22.00,61.00,7.30,6.71,6.70,2.00,0.50,0.00,72.80,16.00,many stones,12225,37.47,23.46
55121832.00,27,33.00,34.00,33.00,7.18,6.75,19.10,2.00,2.00,22.30,424.40,35.10,,11615,38.61,23.67
55121774.00,38,26.00,32.00,42.00,8.47,7.69,8.40,350.00,0.60,0.00,194.30,16.00,,11981,38.09,23.56
55102078.00,32,11.00,25.00,65.00,7.44,7.03,91.30,120.00,4.40,16.90,167.90,35.90,,11492,40.80,24.12
55061800.00,11,23.00,33.00,44.00,8.12,7.35,16.00,104.00,1.40,0.00,219.00,26.40,,11592,38.33,23.54
55061782.00,17,55.00,42.00,3.00,7.33,6.79,135.90,57.00,6.50,0.00,518.10,62.70,,11590,38.17,23.51
55041806.00,8,23.00,58.00,18.00,8.34,7.54,11.60,373.00,0.30,0.00,99.90,29.00,,11665,38.39,23.53
55041798.00,16,19.00,52.00,29.00,8.05,7.41,28.30,101.00,2.90,0.00,574.60,37.60,,11591,38.32,23.51
55021800.00,26,29.00,38.00,32.00,8.42,7.75,10.70,223.00,0.90,58.50,383.80,28.00,,11604,38.34,23.50
55021774.00,36,28.00,46.00,26.00,8.08,7.46,22.30,189.00,2.30,0.00,489.20,31.30,,11993,38.11,23.45
55001760.00,41,23.00,50.00,27.00,8.09,7.48,38.00,325.00,2.30,0.00,396.80,31.40,many stones,11985,37.99,23.40
54962100.00,25,38.00,27.00,35.00,8.13,7.42,12.60,119.00,1.20,0.00,183.90,39.10,,11514,41.02,24.00
54961790.00,14,33.00,43.00,24.00,8.23,7.42,13.60,127.00,1.40,14.20,548.40,38.00,,11597,38.26,23.41
54961762.00,8,25.00,43.00,32.00,8.28,7.51,24.20,420.00,1.80,43.60,483.40,21.20,,11986,38.01,23.36
54961596.00,15,9.00,20.00,71.00,7.74,7.09,11.60,40.00,0.90,0.00,49.60,11.80,,11766,36.53,23.07
54942074.00,13,22.00,28.00,50.00,8.13,7.46,10.50,82.00,0.90,0.00,192.60,19.50,,11489,40.79,23.92
54922082.00,12,22.00,40.00,38.00,7.97,7.34,13.30,451.00,1.10,15.10,48.50,14.60,,11512,40.86,23.92
54921794.00,35,28.00,30.00,43.00,8.15,7.57,9.60,71.00,0.80,0.00,256.10,32.00,,11603,38.30,23.37
54921782.00,7,41.00,50.00,9.00,7.62,7.00,29.00,11.00,2.70,0.00,480.80,34.10,,11992,38.20,23.35
54901768.00,29,29.00,34.00,37.00,8.31,7.63,30.30,377.00,2.60,36.20,456.60,28.90,,11997,38.07,23.30
54882142.00,21,13.00,22.00,65.00,7.87,7.26,25.60,142.00,1.80,0.00,121.40,26.60,,11518,41.40,23.99
54882082.00,14,21.00,21.00,58.00,8.17,7.31,5.20,14.00,0.70,0.00,110.50,22.50,,11515,40.87,23.87
54882024.00,15,13.00,20.00,67.00,6.13,5.22,18.00,0.00,1.00,0.00,75.20,7.30,,11567,40.36,23.75
